,Name,date,test,value
644,Monica,2020-07-31,test2,0.28888888888888886
645,Chandler,2020-07-29,test2,0.9888888888888889
646,Joey,2020-12-28,test2,0.25555555555555554
647,Phoebe,2020-08-26,test2,1.0
648,Chandler,2020-01-30,test2,0.5666666666666667
649,Rachel,2020-02-11,test2,0.15555555555555556
650,Ross,2021-05-09,test2,0.5777777777777777
651,Monica,2020-12-18,test2,0.3333333333333333
652,Ross,2020-01-25,test2,0.0
653,Ross,2020-12-23,test2,0.5111111111111111
654,Rachel,2020-11-02,test2,0.6222222222222222
655,Joey,2020-08-04,test2,0.32222222222222224
656,Ross,2021-01-16,test2,0.5666666666666667
657,Ross,2021-03-12,test2,0.011111111111111112
658,Ross,2020-02-05,test2,0.13333333333333333
659,Chandler,2020-11-15,test2,0.7222222222222222
660,Joey,2021-03-08,test2,0.7111111111111111
661,Monica,2020-01-28,test2,0.6333333333333333
662,Ross,2021-03-13,test2,0.17777777777777778
663,Rachel,2021-03-16,test2,0.6333333333333333
664,Ross,2021-03-11,test2,0.08888888888888889
665,Ross,2020-09-05,test2,0.34444444444444444
666,Ross,2020-07-26,test2,0.8
667,Ross,2020-04-30,test2,0.6444444444444445
668,Phoebe,2020-04-11,test2,0.4444444444444444
669,Monica,2020-05-22,test2,0.5444444444444444
670,Chandler,2020-08-11,test2,0.5666666666666667
671,Chandler,2020-01-27,test2,0.43333333333333335
672,Monica,2020-03-04,test2,0.6222222222222222
673,Chandler,2021-02-14,test2,0.5666666666666667
674,Phoebe,2021-04-27,test2,0.25555555555555554
675,Joey,2020-04-18,test2,0.6333333333333333
676,Rachel,2020-04-06,test2,0.18888888888888888
677,Phoebe,2020-04-04,test2,0.3888888888888889
678,Chandler,2021-04-11,test2,0.24444444444444444
679,Monica,2020-10-28,test2,0.17777777777777778
680,Joey,2020-11-03,test2,0.6444444444444445
681,Monica,2021-02-04,test2,0.13333333333333333
682,Rachel,2020-07-30,test2,0.32222222222222224
683,Chandler,2021-01-22,test2,0.1111111111111111
684,Joey,2020-01-15,test2,0.011111111111111112
685,Chandler,2020-07-18,test2,0.14444444444444443
686,Ross,2020-07-22,test2,0.8888888888888888
687,Monica,2021-02-23,test2,0.24444444444444444
688,Rachel,2020-10-19,test2,0.5111111111111111
689,Joey,2020-07-02,test2,0.9333333333333333
690,Phoebe,2020-05-30,test2,0.4222222222222222
691,Monica,2020-10-14,test2,0.4666666666666667
692,Chandler,2020-01-03,test2,0.23333333333333334
693,Ross,2020-06-24,test2,0.6111111111111112
694,Ross,2021-02-19,test2,0.7666666666666667
695,Joey,2020-04-29,test2,0.05555555555555555
696,Monica,2021-04-24,test2,0.8333333333333334
697,Rachel,2021-01-21,test2,0.35555555555555557
698,Monica,2020-04-20,test2,0.5444444444444444
699,Joey,2020-02-08,test2,0.17777777777777778
700,Phoebe,2021-02-05,test2,0.8
701,Rachel,2020-12-22,test2,0.9888888888888889
702,Ross,2020-03-27,test2,0.9555555555555556
703,Rachel,2020-05-07,test2,0.2111111111111111
704,Monica,2020-12-24,test2,0.9
705,Phoebe,2020-05-08,test2,0.03333333333333333
706,Phoebe,2020-02-21,test2,0.6666666666666666
707,Phoebe,2020-11-04,test2,0.45555555555555555
708,Phoebe,2020-01-07,test2,0.6444444444444445
709,Joey,2021-01-01,test2,0.2
710,Joey,2021-03-10,test2,0.8444444444444444
711,Joey,2021-03-14,test2,0.2111111111111111
712,Chandler,2020-11-23,test2,0.7222222222222222
713,Joey,2020-02-15,test2,0.15555555555555556
714,Joey,2020-11-17,test2,0.0
715,Phoebe,2021-04-29,test2,0.3
716,Monica,2020-04-25,test2,0.2222222222222222
717,Joey,2020-06-27,test2,0.37777777777777777
718,Ross,2020-02-25,test2,0.9222222222222223
719,Chandler,2020-11-16,test2,0.5333333333333333
720,Ross,2021-02-02,test2,0.5333333333333333
721,Phoebe,2020-12-13,test2,0.4111111111111111
722,Monica,2020-10-03,test2,0.14444444444444443
723,Monica,2020-10-23,test2,0.9
724,Chandler,2020-05-21,test2,0.32222222222222224
725,Monica,2020-06-22,test2,0.28888888888888886
726,Chandler,2020-11-24,test2,0.7444444444444445
727,Phoebe,2021-02-28,test2,0.5777777777777777
728,Joey,2021-01-17,test2,0.4666666666666667
729,Joey,2020-06-03,test2,0.7333333333333333
730,Rachel,2021-05-12,test2,0.7333333333333333
731,Phoebe,2020-04-24,test2,0.25555555555555554
732,Joey,2021-03-21,test2,0.6222222222222222
733,Monica,2020-12-09,test2,0.35555555555555557
734,Chandler,2020-06-28,test2,0.044444444444444446
735,Ross,2020-11-07,test2,0.9666666666666667
736,Ross,2021-05-03,test2,0.8888888888888888
737,Rachel,2021-01-23,test2,0.8555555555555555
738,Joey,2020-04-21,test2,0.0
739,Ross,2020-10-27,test2,0.4222222222222222
740,Joey,2020-03-31,test2,0.36666666666666664
741,Phoebe,2021-03-25,test2,0.26666666666666666
742,Phoebe,2020-01-13,test2,0.2777777777777778
743,Monica,2020-09-23,test2,0.9111111111111111
744,Rachel,2021-01-30,test2,0.14444444444444443
745,Phoebe,2020-06-10,test2,0.8333333333333334
746,Rachel,2020-11-08,test2,1.0
747,Rachel,2021-04-01,test2,0.8333333333333334
748,Rachel,2020-06-16,test2,0.08888888888888889
749,Rachel,2020-10-04,test2,0.5888888888888889
750,Joey,2021-01-09,test2,0.3
751,Ross,2020-11-01,test2,0.26666666666666666
752,Phoebe,2020-08-01,test2,0.7111111111111111
753,Chandler,2021-01-27,test2,0.5888888888888889
754,Joey,2020-09-30,test2,0.0
755,Ross,2020-03-12,test2,0.8
756,Chandler,2020-04-17,test2,0.9555555555555556
757,Ross,2020-06-23,test2,0.9888888888888889
758,Ross,2020-09-10,test2,0.36666666666666664
759,Ross,2020-11-28,test2,0.6777777777777778
760,Joey,2020-04-07,test2,0.4111111111111111
761,Joey,2021-01-04,test2,0.06666666666666667
762,Rachel,2020-10-13,test2,0.7333333333333333
763,Chandler,2020-12-05,test2,0.18888888888888888
764,Monica,2020-12-03,test2,0.23333333333333334
765,Ross,2020-09-19,test2,0.044444444444444446
766,Monica,2020-01-29,test2,0.7333333333333333
767,Monica,2020-01-12,test2,0.3333333333333333
768,Joey,2020-09-22,test2,0.5111111111111111
769,Joey,2020-10-26,test2,0.9666666666666667
770,Joey,2020-12-15,test2,0.8666666666666667
771,Rachel,2020-11-20,test2,0.5111111111111111
772,Ross,2020-09-28,test2,0.24444444444444444
773,Monica,2020-02-29,test2,0.15555555555555556
774,Joey,2021-01-19,test2,0.17777777777777778
775,Rachel,2020-02-10,test2,0.32222222222222224
776,Rachel,2020-12-02,test2,0.9
777,Rachel,2020-12-26,test2,0.7222222222222222
778,Joey,2021-02-08,test2,0.7888888888888889
779,Ross,2021-03-17,test2,0.9222222222222223
780,Ross,2020-03-24,test2,0.7777777777777778
781,Ross,2021-01-29,test2,0.6666666666666666
782,Ross,2020-12-17,test2,0.7
783,Phoebe,2021-02-22,test2,0.35555555555555557
784,Phoebe,2020-09-24,test2,0.6333333333333333
785,Joey,2020-04-09,test2,0.5
786,Rachel,2020-09-02,test2,0.37777777777777777
787,Ross,2021-04-30,test2,0.8222222222222222
788,Joey,2020-09-18,test2,0.06666666666666667
789,Monica,2020-05-25,test2,0.6222222222222222
790,Monica,2020-07-21,test2,0.3111111111111111
791,Chandler,2020-10-31,test2,0.07777777777777778
792,Ross,2021-03-05,test2,0.3333333333333333
793,Phoebe,2020-05-01,test2,0.5888888888888889
794,Ross,2020-09-16,test2,0.1
795,Ross,2020-03-21,test2,0.13333333333333333
796,Phoebe,2020-09-20,test2,0.26666666666666666
797,Rachel,2020-06-21,test2,0.5111111111111111
798,Phoebe,2021-01-03,test2,0.7666666666666667
799,Rachel,2021-03-15,test2,0.36666666666666664
800,Monica,2021-02-01,test2,0.36666666666666664
801,Rachel,2020-02-07,test2,0.3888888888888889
802,Rachel,2021-04-06,test2,0.6444444444444445
803,Phoebe,2021-04-15,test2,0.16666666666666666
804,Phoebe,2020-07-24,test2,0.8555555555555555
805,Joey,2020-03-18,test2,0.32222222222222224
806,Chandler,2021-01-24,test2,0.05555555555555555
807,Monica,2020-07-20,test2,0.16666666666666666
808,Monica,2020-12-21,test2,0.011111111111111112
809,Monica,2021-03-22,test2,0.36666666666666664
810,Phoebe,2020-06-06,test2,0.5444444444444444
811,Joey,2020-08-10,test2,0.7222222222222222
812,Joey,2020-06-26,test2,0.13333333333333333
813,Phoebe,2020-03-06,test2,0.4111111111111111
814,Phoebe,2020-09-01,test2,0.4777777777777778
815,Monica,2020-09-27,test2,0.6888888888888889
816,Monica,2021-01-13,test2,0.7444444444444445
817,Chandler,2021-04-17,test2,0.8
818,Phoebe,2020-12-12,test2,0.2222222222222222
819,Phoebe,2021-05-02,test2,0.8222222222222222
820,Phoebe,2020-03-22,test2,0.5666666666666667
821,Chandler,2020-07-17,test2,0.6666666666666666
822,Ross,2020-11-26,test2,0.7111111111111111
823,Monica,2020-02-13,test2,0.9333333333333333
824,Monica,2021-04-19,test2,0.16666666666666666
825,Rachel,2021-03-01,test2,0.9666666666666667
826,Joey,2020-03-09,test2,0.2111111111111111
827,Ross,2020-12-31,test2,0.13333333333333333
828,Monica,2021-04-10,test2,0.5666666666666667
829,Ross,2021-04-12,test2,0.6888888888888889
830,Monica,2020-11-18,test2,0.7333333333333333
831,Chandler,2020-10-30,test2,0.8222222222222222
832,Joey,2021-02-03,test2,0.8666666666666667
833,Joey,2020-05-20,test2,0.7555555555555555
834,Monica,2020-09-25,test2,0.08888888888888889
835,Monica,2020-05-17,test2,0.5888888888888889
836,Rachel,2021-04-03,test2,0.4888888888888889
837,Ross,2021-02-27,test2,0.2111111111111111
838,Ross,2021-01-08,test2,0.16666666666666666
839,Chandler,2020-03-28,test2,0.4111111111111111
840,Monica,2021-02-25,test2,0.9333333333333333
841,Monica,2020-11-10,test2,1.0
842,Monica,2020-02-28,test2,0.35555555555555557
843,Rachel,2020-09-09,test2,0.8666666666666667
844,Chandler,2020-11-27,test2,0.5
845,Phoebe,2021-02-09,test2,0.3888888888888889
846,Chandler,2020-03-15,test2,0.8666666666666667
847,Joey,2020-01-14,test2,0.07777777777777778
848,Ross,2020-05-09,test2,0.8666666666666667
849,Rachel,2020-03-30,test2,0.7888888888888889
850,Rachel,2021-01-25,test2,0.9777777777777777
851,Joey,2020-02-27,test2,0.3333333333333333
852,Phoebe,2020-08-02,test2,0.7888888888888889
853,Ross,2020-09-04,test2,0.6222222222222222
854,Rachel,2021-05-05,test2,0.35555555555555557
855,Phoebe,2020-06-17,test2,0.0
856,Ross,2020-03-02,test2,0.25555555555555554
857,Joey,2021-04-25,test2,0.06666666666666667
858,Ross,2020-02-24,test2,0.28888888888888886
859,Ross,2020-07-08,test2,0.5888888888888889
860,Chandler,2020-06-15,test2,0.5111111111111111
861,Phoebe,2020-08-16,test2,0.3111111111111111
862,Monica,2021-04-05,test2,0.7222222222222222
863,Rachel,2021-05-14,test2,0.7
864,Monica,2020-07-25,test2,0.5333333333333333
865,Rachel,2020-01-01,test2,0.3111111111111111
866,Phoebe,2020-06-25,test2,0.044444444444444446
867,Rachel,2020-06-11,test2,0.9222222222222223
868,Rachel,2021-03-23,test2,0.18888888888888888
869,Phoebe,2020-09-14,test2,0.06666666666666667
870,Rachel,2020-03-14,test2,0.3333333333333333
871,Chandler,2020-09-17,test2,0.7555555555555555
872,Rachel,2021-04-22,test2,0.9777777777777777
873,Chandler,2020-08-05,test2,0.13333333333333333
874,Joey,2021-03-18,test2,0.8777777777777778
875,Ross,2021-01-02,test2,0.16666666666666666
876,Phoebe,2021-03-24,test2,0.28888888888888886
877,Chandler,2020-06-13,test2,0.36666666666666664
878,Rachel,2020-05-26,test2,0.5333333333333333
879,Chandler,2020-08-31,test2,0.9333333333333333
880,Monica,2020-03-13,test2,0.25555555555555554
881,Phoebe,2020-03-07,test2,0.4666666666666667
882,Rachel,2020-07-01,test2,0.011111111111111112
883,Joey,2020-01-16,test2,0.13333333333333333
884,Chandler,2020-10-01,test2,0.3333333333333333
885,Phoebe,2021-02-24,test2,0.8333333333333334
886,Chandler,2020-10-06,test2,0.7333333333333333
887,Monica,2020-02-17,test2,0.2222222222222222
888,Phoebe,2021-03-29,test2,0.7555555555555555
889,Rachel,2020-05-24,test2,0.05555555555555555
890,Phoebe,2021-03-09,test2,0.8444444444444444
891,Phoebe,2020-07-15,test2,0.4777777777777778
892,Phoebe,2020-07-16,test2,0.1
893,Phoebe,2021-02-16,test2,0.18888888888888888
894,Joey,2021-03-20,test2,0.7777777777777778
895,Monica,2021-01-11,test2,0.6888888888888889
896,Monica,2020-05-19,test2,0.8444444444444444
897,Ross,2021-03-31,test2,0.7888888888888889
898,Joey,2020-11-09,test2,0.4666666666666667
899,Chandler,2020-03-08,test2,0.1111111111111111
900,Rachel,2020-10-24,test2,0.8777777777777778
901,Joey,2020-02-20,test2,0.6444444444444445
902,Chandler,2020-10-20,test2,0.7333333333333333
903,Ross,2020-11-13,test2,0.34444444444444444
904,Ross,2020-04-13,test2,0.8
905,Phoebe,2021-03-26,test2,0.3
906,Rachel,2021-02-17,test2,0.36666666666666664
907,Ross,2020-12-29,test2,0.1111111111111111
908,Monica,2020-12-10,test2,0.7888888888888889
909,Chandler,2020-08-09,test2,0.5888888888888889
910,Monica,2020-08-20,test2,0.5888888888888889
911,Monica,2020-07-11,test2,0.9555555555555556
912,Monica,2020-07-27,test2,0.8555555555555555
913,Monica,2021-01-26,test2,1.0
914,Phoebe,2020-12-07,test2,0.37777777777777777
915,Ross,2020-01-18,test2,0.25555555555555554
916,Phoebe,2020-11-29,test2,0.35555555555555557
917,Ross,2020-03-16,test2,0.9666666666666667
918,Phoebe,2020-12-01,test2,0.7444444444444445
919,Chandler,2020-06-05,test2,0.8111111111111111
920,Rachel,2020-04-01,test2,0.9666666666666667
921,Joey,2020-06-30,test2,0.8666666666666667
922,Chandler,2020-01-23,test2,0.16666666666666666
923,Monica,2020-04-16,test2,0.8888888888888888
924,Joey,2021-02-10,test2,0.7666666666666667
925,Monica,2020-01-11,test2,0.6888888888888889
926,Chandler,2021-04-14,test2,0.26666666666666666
927,Joey,2020-08-24,test2,0.4888888888888889
928,Phoebe,2020-02-26,test2,0.3
929,Chandler,2021-03-03,test2,0.28888888888888886
930,Chandler,2021-05-01,test2,0.5777777777777777
931,Chandler,2020-02-23,test2,0.14444444444444443
932,Rachel,2020-06-14,test2,0.9
933,Joey,2021-01-20,test2,0.43333333333333335
934,Rachel,2020-02-04,test2,0.5666666666666667
935,Monica,2021-03-19,test2,0.1111111111111111
936,Joey,2020-04-22,test2,0.8777777777777778
937,Rachel,2020-04-27,test2,0.6222222222222222
938,Joey,2021-02-15,test2,0.5777777777777777
939,Ross,2020-12-27,test2,0.5444444444444444
940,Rachel,2020-04-03,test2,0.36666666666666664
941,Phoebe,2020-04-19,test2,0.6777777777777778
942,Chandler,2020-05-23,test2,0.8666666666666667
943,Joey,2020-10-29,test2,0.26666666666666666
944,Joey,2020-10-07,test2,0.32222222222222224
945,Rachel,2020-01-06,test2,0.8111111111111111
946,Ross,2020-01-21,test2,0.8777777777777778
947,Ross,2020-06-18,test2,0.34444444444444444
948,Monica,2021-01-18,test2,0.3111111111111111
949,Ross,2020-12-08,test2,0.8666666666666667
950,Chandler,2020-02-01,test2,0.6555555555555556
951,Monica,2020-11-30,test2,0.7888888888888889
952,Phoebe,2020-10-02,test2,0.9444444444444444
953,Ross,2020-08-23,test2,0.9111111111111111
954,Rachel,2020-07-09,test2,0.2222222222222222
955,Ross,2021-02-26,test2,0.08888888888888889
956,Ross,2020-12-25,test2,0.9333333333333333
957,Chandler,2021-05-11,test2,0.5222222222222223
958,Monica,2020-01-19,test2,0.7888888888888889
959,Joey,2020-01-08,test2,0.8
960,Chandler,2020-05-04,test2,0.2111111111111111
961,Rachel,2020-01-24,test2,0.7
962,Phoebe,2020-08-06,test2,0.8888888888888888
963,Joey,2020-09-15,test2,0.4444444444444444
964,Monica,2021-05-10,test2,0.2222222222222222
965,Phoebe,2020-09-13,test2,0.08888888888888889
966,Joey,2020-12-11,test2,0.05555555555555555
967,Joey,2020-03-11,test2,0.4444444444444444
968,Monica,2020-05-15,test2,0.9
969,Phoebe,2020-10-22,test2,0.25555555555555554
970,Ross,2020-06-01,test2,0.9555555555555556
971,Chandler,2020-09-21,test2,0.8888888888888888
972,Ross,2020-05-10,test2,0.4222222222222222
973,Joey,2020-03-05,test2,0.8888888888888888
974,Ross,2020-05-02,test2,0.05555555555555555
975,Ross,2020-10-15,test2,0.14444444444444443
976,Ross,2020-11-12,test2,0.25555555555555554
977,Rachel,2020-07-05,test2,0.43333333333333335
978,Rachel,2020-05-28,test2,0.3888888888888889
979,Chandler,2020-08-12,test2,0.37777777777777777
980,Chandler,2020-04-26,test2,0.3
981,Rachel,2021-02-18,test2,0.35555555555555557
982,Chandler,2020-03-23,test2,0.9111111111111111
983,Rachel,2020-05-18,test2,0.25555555555555554
984,Joey,2020-02-19,test2,0.06666666666666667
985,Rachel,2021-04-20,test2,0.9777777777777777
986,Monica,2020-07-06,test2,0.6444444444444445
987,Monica,2020-05-31,test2,0.8333333333333334
988,Monica,2020-12-16,test2,0.011111111111111112
989,Monica,2020-01-22,test2,0.24444444444444444
990,Joey,2020-11-22,test2,0.07777777777777778
991,Joey,2021-04-18,test2,0.6444444444444445
992,Chandler,2021-04-08,test2,0.7333333333333333
993,Joey,2021-03-06,test2,0.12222222222222222
994,Monica,2020-08-15,test2,0.8
995,Monica,2020-04-08,test2,0.32222222222222224
996,Joey,2020-12-30,test2,0.4444444444444444
997,Joey,2021-04-16,test2,0.5555555555555556
998,Chandler,2020-08-25,test2,0.2777777777777778
999,Rachel,2021-05-07,test2,0.8444444444444444
1000,Joey,2020-05-29,test3,0.04054054054054054
1001,Chandler,2021-04-07,test3,0.9594594594594594
1002,Rachel,2021-05-06,test3,1.0
1003,Joey,2020-10-10,test3,0.9864864864864865
1004,Ross,2020-08-27,test3,0.35135135135135137
1005,Rachel,2020-01-04,test3,0.6216216216216216
1006,Phoebe,2020-10-18,test3,0.9864864864864865
1007,Rachel,2020-07-07,test3,0.3783783783783784
1008,Chandler,2020-12-06,test3,0.12162162162162163
1009,Phoebe,2021-01-06,test3,0.8918918918918919
1010,Monica,2020-08-13,test3,0.0945945945945946
1011,Chandler,2020-09-06,test3,0.36486486486486486
1012,Chandler,2020-05-11,test3,0.9054054054054054
1013,Joey,2020-06-07,test3,0.3108108108108108
1014,Phoebe,2021-04-09,test3,0.5405405405405406
1015,Monica,2020-06-08,test3,0.0
1016,Monica,2020-10-17,test3,0.05405405405405406
1017,Monica,2021-04-26,test3,0.5135135135135135
1018,Joey,2020-05-16,test3,0.527027027027027
1019,Ross,2020-12-19,test3,0.9459459459459459
1020,Monica,2020-07-19,test3,0.24324324324324326
1021,Ross,2020-09-07,test3,0.6891891891891891
1022,Ross,2020-01-02,test3,0.40540540540540543
1023,Phoebe,2021-01-31,test3,0.32432432432432434
1024,Joey,2020-11-11,test3,0.14864864864864866
1025,Chandler,2020-08-29,test3,0.5945945945945946
1026,Monica,2020-03-29,test3,0.7837837837837838
1027,Monica,2021-03-02,test3,0.02702702702702703
1028,Ross,2020-02-18,test3,0.4189189189189189
1029,Ross,2020-06-04,test3,1.0
1030,Chandler,2021-01-10,test3,0.5945945945945946
1031,Phoebe,2021-02-07,test3,0.7702702702702703
1032,Ross,2020-02-02,test3,0.527027027027027
1033,Phoebe,2020-03-01,test3,0.3783783783783784
1034,Joey,2020-11-19,test3,0.20270270270270271
1035,Chandler,2020-03-20,test3,0.02702702702702703
1036,Joey,2021-05-08,test3,0.24324324324324326
1037,Joey,2020-09-26,test3,0.13513513513513514
1038,Phoebe,2020-04-02,test3,0.8783783783783784
1039,Joey,2021-02-06,test3,0.12162162162162163
1040,Phoebe,2020-09-29,test3,0.5675675675675675
1041,Ross,2020-02-16,test3,0.7702702702702703
1042,Chandler,2020-01-17,test3,0.06756756756756757
1043,Rachel,2020-10-08,test3,0.527027027027027
1044,Rachel,2020-10-11,test3,0.5405405405405406
1045,Chandler,2021-03-27,test3,0.7567567567567568
1046,Rachel,2020-12-14,test3,0.7567567567567568
1047,Rachel,2020-01-05,test3,0.5
1048,Monica,2020-04-12,test3,0.4189189189189189
1049,Joey,2020-03-03,test3,0.33783783783783783
1050,Monica,2020-09-11,test3,0.13513513513513514
1051,Rachel,2021-02-21,test3,0.6351351351351351
1052,Chandler,2020-01-09,test3,0.6351351351351351
1053,Phoebe,2020-05-05,test3,0.7297297297297297
1054,Chandler,2020-05-06,test3,0.28378378378378377
1055,Phoebe,2020-03-26,test3,0.32432432432432434
1056,Rachel,2021-03-04,test3,0.1891891891891892
1057,Rachel,2020-07-13,test3,0.21621621621621623
1058,Rachel,2020-02-22,test3,0.5945945945945946
1059,Chandler,2021-03-28,test3,0.13513513513513514
1060,Chandler,2020-01-31,test3,0.9459459459459459
1061,Ross,2021-04-04,test3,0.08108108108108109
1062,Rachel,2020-08-21,test3,0.6081081081081081
1063,Monica,2020-11-25,test3,0.972972972972973
1064,Chandler,2020-03-17,test3,0.33783783783783783
1065,Phoebe,2020-03-19,test3,0.8378378378378378
1066,Monica,2020-04-10,test3,0.9054054054054054
1067,Joey,2020-02-12,test3,0.6486486486486487
1068,Chandler,2020-10-16,test3,0.44594594594594594
1069,Chandler,2020-11-21,test3,0.8378378378378378
1070,Joey,2021-02-13,test3,0.2702702702702703
1071,Joey,2020-08-30,test3,0.24324324324324326
1072,Chandler,2020-07-04,test3,0.8783783783783784
1073,Phoebe,2020-05-13,test3,0.25675675675675674
1074,Phoebe,2021-01-05,test3,0.8243243243243243
1075,Rachel,2020-04-28,test3,0.02702702702702703
1076,Joey,2020-02-03,test3,0.33783783783783783
1077,Phoebe,2020-10-21,test3,0.12162162162162163
1078,Ross,2020-07-03,test3,0.0
1079,Chandler,2020-11-14,test3,0.43243243243243246
1080,Joey,2020-06-09,test3,0.2702702702702703
1081,Monica,2020-08-22,test3,0.6756756756756757
1082,Ross,2020-04-05,test3,0.1891891891891892
1083,Chandler,2020-04-14,test3,0.7027027027027027
1084,Rachel,2020-04-23,test3,0.918918918918919
1085,Rachel,2021-04-02,test3,0.7162162162162162
1086,Phoebe,2020-07-12,test3,0.5675675675675675
1087,Phoebe,2020-06-12,test3,0.9324324324324325
1088,Rachel,2021-04-13,test3,0.40540540540540543
1089,Ross,2021-02-20,test3,0.9054054054054054
1090,Phoebe,2020-09-03,test3,0.7567567567567568
1091,Joey,2020-11-06,test3,0.5135135135135135
1092,Ross,2020-09-12,test3,0.8378378378378378
1093,Chandler,2021-01-14,test3,0.972972972972973
1094,Rachel,2020-04-15,test3,0.4594594594594595
1095,Phoebe,2021-03-30,test3,0.5
1096,Chandler,2020-08-18,test3,0.24324324324324326
1097,Chandler,2020-10-09,test3,0.05405405405405406
1098,Phoebe,2020-08-08,test3,0.0
1099,Ross,2021-01-12,test3,0.02702702702702703
1100,Phoebe,2020-10-05,test3,0.9864864864864865
1101,Monica,2020-06-29,test3,0.8783783783783784
1102,Phoebe,2020-05-27,test3,0.9054054054054054
1103,Chandler,2020-07-10,test3,0.7837837837837838
1104,Ross,2020-01-10,test3,0.6081081081081081
1105,Ross,2021-05-04,test3,0.4594594594594595
1106,Rachel,2021-04-23,test3,0.8243243243243243
1107,Phoebe,2021-01-07,test3,0.47297297297297297
1108,Joey,2020-02-14,test3,0.7702702702702703
1109,Chandler,2020-12-04,test3,0.04054054054054054
1110,Monica,2020-02-09,test3,0.7702702702702703
1111,Rachel,2020-10-12,test3,1.0
1112,Joey,2020-08-17,test3,0.6621621621621622
1113,Chandler,2020-08-28,test3,0.7972972972972973
1114,Joey,2021-05-13,test3,0.5540540540540541
